12;61;4;9;950960;89;ul.;Abrahama;;2017-10-20
12;61;4;9;950960;138;ul.;Agatowa;;2017-10-20
12;61;4;9;950960;142;ul.;Agawy;;2017-10-20
12;61;5;9;951327;145;ul.;Agnieszki;św.;2017-10-20
12;61;2;9;950470;148;ul.;Agrestowa;;2017-10-20
12;61;3;9;950718;157;ul.;Akacjowa;;2017-10-20
12;61;5;9;951327;157;ul.;Akacjowa;;2017-10-20
12;61;2;9;950470;160;ul.;Akademicka;;2017-10-20
12;61;3;9;950718;36869;os.;Akademickie;;2017-10-20
12;61;4;9;950960;177;ul.;Albańska;;2017-10-20
12;61;4;9;950960;178;ul.;Albatrosów;;2017-10-20
12;61;4;9;950960;2047;ul.;Alberta;św. Brata;2017-10-20
12;61;3;9;950718;180;os.;Albertyńskie;;2017-10-20
12;61;4;9;950960;223;ul.;Aleksandrowicza;Adolfa;2017-10-20
12;61;4;9;950960;229;ul.;Aleksandry;;2017-10-20
12;61;4;9;950960;235;ul.;Algierska;;2017-10-20
12;61;5;9;951327;239;ul.;Aliny;;2017-10-20
12;61;2;9;950470;246;ul.;Altanowa;;2017-10-20
12;61;4;9;950960;254;ul.;Amarantowa;;2017-10-20
12;61;2;9;950470;256;ul.;Amazonek;;2017-10-20
12;61;4;9;950960;266;ul.;Ametystowa;;2017-10-20
12;61;2;9;950470;277;ul.;Anczyca;Władysława;2017-10-20
12;61;3;9;950718;30658;ul.;Andegaweńska;;2017-10-20
12;61;3;9;950718;283;al.;Andersa;gen. Władysława;2017-10-20
12;61;3;9;950718;289;ul.;Andersena;Hansa Christiana;2017-10-20
12;61;4;9;950960;42079;ul.;Andricia;Ivo;2017-10-20
12;61;4;9;950960;296;ul.;Andrusikiewicza;Jana Kantego;2017-10-20
12;61;4;9;950960;298;ul.;Andrychowska;;2017-10-20
12;61;5;9;951327;339;ul.;Anny;św.;2017-10-20
12;61;5;9;951327;367;ul.;Antyczna;;2017-10-20
12;61;4;9;950960;369;ul.;Anusi;;2017-10-20
12;61;3;9;950718;388;ul.;Architektów;;2017-10-20
12;61;2;9;950470;394;ul.;Arciszewskiego;Tomasza;2017-10-20
12;61;3;9;950718;396;ul.;Arcta;Bohdana;2017-10-20
12;61;3;9;950718;398;ul.;Arctowskiego;Henryka;2017-10-20
12;61;5;9;951327;405;ul.;Ariańska;;2017-10-20
12;61;4;9;950960;411;ul.;Arktyczna;;2017-10-20
12;61;4;9;950960;421;ul.;"Armii ""Kraków""";;2017-10-20
12;61;2;9;950470;432;ul.;Armii Krajowej;;2017-10-20
12;61;2;9;950470;27793;ul.;Arsenał;;2017-10-20
12;61;3;9;950718;459;ul.;Artystów;;2017-10-20
12;61;5;9;951327;470;ul.;Asnyka;Adama;2017-10-20
12;61;2;9;950470;472;ul.;Astronautów;;2017-10-20
12;61;2;9;950470;474;ul.;Astronomów;;2017-10-20
12;61;5;9;951327;492;ul.;Augustiańska;;2017-10-20
12;61;2;9;950470;32115;ul.;Augustynka-Wichury;Antoniego;2017-10-20
12;61;3;9;950718;45617;os.;Avia;;2017-10-20
12;61;2;9;950470;513;pl.;Axentowicza;Teodora;2017-10-20
12;61;2;9;950470;518;ul.;Azaliowa;;2017-10-20
12;61;4;9;950960;533;ul.;Babiego Lata;;2017-10-20
12;61;4;9;950960;537;ul.;Babinicza;;2017-10-20
12;61;4;9;950960;539;ul.;Babińskiego;dr. Józefa;2017-10-20
12;61;3;9;950718;548;ul.;Bacewiczówny;Grażyny;2017-10-20
12;61;5;9;951327;551;ul.;Bachledy;Klimka;2017-10-20
12;61;4;9;950960;569;ul.;Baczyńskiego;Krzysztofa Kamila;2017-10-20
12;61;4;9;950960;572;ul.;Badurskiego;Andrzeja;2017-10-20
12;61;2;9;950470;579;ul.;Bagatela;;2017-10-20
12;61;4;9;950960;584;ul.;Bagienna;;2017-10-20
12;61;4;9;950960;594;ul.;Bagrowa;;2017-10-20
12;61;5;9;951327;600;ul.;Bajana;Jerzego;2017-10-20
12;61;5;9;951327;605;ul.;Bajeczna;;2017-10-20
12;61;2;9;950470;36703;ul.;Bakałarzy;;2017-10-20
12;61;4;9;950960;32833;ul.;Balanówka;;2017-10-20
